transaction_id,booking_jurisdiction,regulator,booking_datetime,value_date,amount,currency,channel,product_type,originator_name,originator_account,originator_country,beneficiary_name,beneficiary_account,beneficiary_country,swift_mt,ordering_institution_bic,beneficiary_institution_bic,swift_f50_present,swift_f59_present,swift_f70_purpose,swift_f71_charges,travel_rule_complete,fx_indicator,fx_base_ccy,fx_quote_ccy,fx_applied_rate,fx_market_rate,fx_spread_bps,fx_counterparty,customer_id,customer_type,customer_risk_rating,customer_is_pep,kyc_last_completed,kyc_due_date,edd_required,edd_performed,sow_documented,purpose_code,narrative,is_advised,product_complex,client_risk_profile,suitability_assessed,suitability_result,product_has_va_exposure,va_disclosure_provided,cash_id_verified,daily_cash_total_customer,daily_cash_txn_count,sanctions_screening,suspicion_determined_datetime,str_filed_datetime,risk_score,risk_reasoning,suspicion_confidence,flagged,assigned_team
db78512e-524f-41df-ae9c-d254556670f9,CH,FINMA,2024-10-31T20:04:17,31/10/2024,10238.77,JPY,Cash,cash_deposit,Joel Lee,GB74FECV89302934898235,CN,Austin Thomas,GB02DFXV28349051210823,CN,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-956783,domiciliary_company,Medium,False,2019-11-05,2020-11-04,False,True,True,MED,Expect walk simple focus fall.,False,False,Low,True,match,False,True,False,30496.46,5,potential,2024-11-01T00:04:17,2024-11-01T06:04:17,90,"The transaction exhibits several red flags that collectively approach a very high risk level. 1) The originator and beneficiary are both from China, a high‑risk jurisdiction, and the product is a cash deposit, which is inherently high risk. 2) The customer’s KYC is expired (due date 4/11/2020) and the KYC was last completed in 2019, indicating a lapse in ongoing due diligence. 3) The sanctions screening result is ""potential"", signalling that the customer may be on a sanctions list or has a potential match. 4) The transaction is flagged as suspicious (suspicion_determined_datetime) and a STR was filed, yet the transaction record shows ""edd_required"": false while ""edd_performed"": true, contradicting FINMA‑RISK‑01 and FINMA‑RISK‑02 which require EDD for high‑risk categories and trigger EDD when KRIs exceed tolerance. 5) The daily cash total for the customer (30,496.46 JPY) and the number of cash transactions (5) suggest a pattern of cash activity that may be used to circumvent reporting thresholds. 6) The lack of a documented exception request or EDD plan for this high‑risk scenario violates FINMA‑RISK‑03. 7) The overall risk profile (medium rating, but low client risk profile) is inconsistent with the high‑risk nature of the transaction, indicating a potential mismatch in the risk assessment framework.  These multiple violations and red flags push the risk score into the 86‑100 range, hence a score of 90 is assigned.",0.77403253,1,Legal and Compliance Team
c8c71f9b-6aee-4308-afec-a4a454297924,HK,HKMA/SFC,2024-01-03T15:29:41,3/1/2024,1891975.54,CHF,RTGS,wire_transfer,Janet Woods,GB49LNMI66369007439229,AU,Michael Barrett,GB71FXXC55074187388738,US,MT103,,,False,True,,,True,False,,,0.0,0.0,0,,CUST-147136,domiciliary_company,Low,False,2023-05-08,2023-11-04,False,True,True,SVC,Drug knowledge subject travel western drug message.,False,False,Balanced,True,match,False,True,True,0.0,1,none,,,90,"The transaction triggers several regulatory red flags. 1) **AML-CDD-01** and **HKMA-R-009** require full CDD for any wire transfer above HK$8,000. The KYC was completed on 08/05/2023 but the due date was 04/11/2023, i.e., overdue, and no source‑of‑funds documentation is provided – a key document missing. 2) **HKMA-R-008** mandates identification of beneficial owners for a legal person; no beneficial‑owner information is supplied for the domiciliary company, constituting a violation. 3) **AML-SUS-04** flags any unusually large cross‑border transfer; the amount (CHF 1,891,975.54) is far above typical thresholds and the narrative contains suspicious wording (“Drug knowledge subject travel western drug message”), indicating potential illicit activity. 4) The absence of ordering and beneficiary BICs, while not a direct rule violation, indicates incomplete transaction data that could hinder traceability. 5) Although **MAS-WIRE-01** is satisfied in terms of originator/beneficiary details, the missing source‑of‑funds and beneficial‑owner data, combined with the suspicious narrative, elevate the risk. 6) The transaction is not flagged as a PEP or high‑risk jurisdiction, so **HKMA-R-010** and **MAS-EDD-01** do not apply, but the other gaps still warrant a high‑risk assessment. 7) The overall compliance posture is compromised by overdue KYC, missing critical documentation, and a suspicious narrative, placing the transaction in the 86‑100 very high‑risk band.",0.0065666223,0,
a4684bb0-fc13-4d3f-9588-8adef7ca59a7,HK,HKMA/SFC,2024-12-02T16:55:57,2/12/2024,5125.04,USD,Cash,cash_deposit,Misty Perez,GB41OFQE91693625782000,AE,Angela Tucker,GB31XGJQ34441659993977,CN,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-804879,individual,Low,False,2022-03-17,2022-09-13,False,True,True,TAX,Pressure travel here plan least.,False,False,Balanced,True,match,False,True,True,5125.04,1,potential,,,75,"The transaction is a cash deposit of USD 5,125 (≈HK$40,000) which exceeds the HK$8,000 threshold for high‑value cash transactions, triggering the need for detailed record‑keeping and scrutiny. The customer’s KYC was last completed on 17/03/2022 and was due on 13/09/2022, meaning the institution has not performed recent CDD in line with **AML‑CDD‑01**. The transaction is flagged as a potential sanctions match, which under **AML‑SUS‑04** requires immediate investigation and possible reporting. The originator is from the UAE and the beneficiary is in China, both of which are considered high‑risk jurisdictions, further elevating the risk profile. These factors combine to place the transaction in the high‑risk band (66‑85) rather than low or medium, resulting in a risk score of 75.",0.0044212276,0,
6cd9732b-3d00-4d7d-86f1-3d6ec9a6e3fe,HK,HKMA/SFC,2024-03-12T04:29:07,12/3/2024,12396.34,USD,Cash,cash_deposit,Carly Leon,GB54RZWQ60009826935393,GB,Christopher Davis,GB57WHSC05781778493220,AU,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-684293,individual,Low,False,2023-02-24,2025-02-23,False,True,True,FAM,Quickly there impact social institution phone never only name camera.,False,False,Balanced,True,match,False,True,True,20961.63,3,none,,,10,"The transaction is a cash deposit of USD 12,396.34 (≈HK$96k) from an individual (Carly Leon) whose KYC was completed on 24/02/2023 and is still valid (due 23/02/2025). The customer is classified as low risk, not a PEP, and no high‑risk jurisdiction is involved (originator GB, beneficiary AU). The daily cash total for the customer (HK$20,961.63) is well below the HK$120,000 threshold that triggers a cash‑transaction report for non‑HK precious‑metal dealers (MAS‑VA‑06). The transaction does not involve structuring, rapid movement of funds, or any missing data that would trigger a suspicious‑transaction report (AML‑SUS‑04). All required CDD documentation is present (cash_id_verified: true, KYC completed, suitability assessed). Therefore, no regulatory rule is violated and the transaction poses a very low risk, scoring 10 on the 0‑100 scale.",0.0016120526,0,
64bb8290-aa28-4e81-9f62-e32a84a609f8,HK,HKMA/SFC,2024-09-17T18:24:16,17/9/2024,16571.13,CHF,Cash,cash_deposit,Mr. Benjamin Cox II,GB97NVCX37168651798962,AU,Kimberly James,GB14UGGH54357205828956,TH,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-863436,domiciliary_company,High,False,2021-07-24,2022-07-24,True,True,True,GDS,Kitchen spring area laugh film.,False,False,Balanced,True,match,False,True,True,16571.13,1,none,,,75,"The transaction exceeds the HK$8,000 threshold (CHF 16,571 ≈ HK$140,000) and the HK$120,000 threshold for occasional cash deposits, triggering HKMA‑R‑009 and HKMA‑R‑010. While EDD has been performed, the record lacks critical source‑of‑funds documentation and the originator’s address, ID number, and date/place of birth, which are required under AML‑CDD‑01 and the wire‑transfer record‑keeping rules (MAS‑WIRE‑01). The customer is classified as high‑risk and the beneficiary country (Thailand) is a high‑risk jurisdiction, raising the risk under AML‑SUS‑04. The KYC was last completed in 2021 and is overdue, further increasing the risk. These gaps and the high‑risk profile place the transaction in the 70–85% threshold range, warranting a high‑risk score of 75.",0.004697728,0,
015e2202-1c97-4f0f-9756-2c8fc85e7ac9,SG,MAS,2025-04-03T00:46:51,3/4/2025,1267232.73,JPY,SWIFT,fx_conversion,Jennifer Miller,GB55RJLD30524097771026,JP,Justin Bryant,GB97TCRH80003638403916,VN,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-110107,individual,High,True,2023-12-14,2024-06-11,True,True,True,EDU,Reason offer discover service.,False,False,High,True,match,False,True,True,0.0,1,potential,,,75,"The transaction triggers several high‑risk flags under MAS regulations. 

1. **MAS‑WIRE‑01 & MAS‑WIRE‑02** – The SWIFT message lacks full originator and beneficiary details (no address or ID number). This omission violates the requirement for complete originator/beneficiary information and triggers the mandatory investigation/rejection pathway. 
2. **MAS‑CDD‑01** – Although the amount (≈SGD 5,000) is below the S20,000 threshold, the transfer is cross‑border (JP→VN) and exceeds the S1,500 threshold for wire transfers, mandating full CDD. The customer’s KYC record is incomplete (missing address) and the transaction is flagged as high risk. 
3. **MAS‑CDD‑03** – The customer is a PEP and the EDD has been performed, but the documentation still shows gaps (missing address, no ID number). 
4. **MAS‑STR‑01** – Sanctions screening returned a “potential” hit. Under MAS, any potential sanctions or suspicious activity should prompt an STR filing. No STR has been filed yet, increasing the risk profile. 
5. **Overall risk profile** – The customer is rated high risk, the transaction is cross‑border, and the originator/beneficiary details are incomplete. These factors collectively place the transaction in the 66‑85% risk band, corresponding to a high‑risk score of 75.",0.028715383,0,
01572a13-834c-4119-8463-cfbcb36f50a3,SG,MAS,2024-03-24T22:37:35,24/3/2024,34286.48,CNY,Cash,cash_deposit,Kathleen Wright,GB58PZCL78058093635940,CN,Tammy Wood,GB60ZGJC31113250234479,JP,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-413307,corporate,High,False,2022-10-07,2023-10-07,True,False,True,GDS,Police should statement big hotel whether.,False,False,Balanced,True,match,False,True,True,34286.48,1,none,,,90,"The transaction exceeds the S20,000 threshold (≈SGD 24,500) triggering MAS‑CDD‑01, yet the bank has not performed the required Enhanced Due Diligence (EDD) – a clear violation. Beneficial owner information for the corporate customer is missing, breaching MAS‑CDD‑02. The customer is rated high risk, so simplified CDD (MAS‑CDD‑05) is inapplicable. No Suspicious Transaction Report (STR) has been filed despite the suspicious nature of a large cash deposit from China to Japan and the vague narrative, contravening MAS‑STR‑01. These multiple gaps and red flags place the transaction in the Very High Risk band (86‑100).",0.022561183,0,Front Office
3f4edd2a-4c2e-463a-b497-b415b3fbe5f4,SG,MAS,2024-04-24T13:20:00,24/4/2024,168674.28,CNY,FPS (HK),wire_transfer,Katrina Bishop,GB87EBWZ90731181018914,JP,Jeanne Joseph,GB59FFMM92599807629457,VN,MT103,QBRYWPXW,ZZAPCYVI,True,True,Next song quite too bag.,BEN,True,False,,,0.0,0.0,0,,CUST-671644,corporate,Low,False,2021-08-26,2022-08-26,False,True,True,EDU,Record measure defense kid look customer.,False,False,Balanced,True,match,False,True,True,0.0,1,potential,,,85,"The transaction triggers several MAS rules that are not fully satisfied:
- **MAS-CDD-01**: The amount (≈SGD 32,000) exceeds the S20,000 threshold for full CDD, yet the customer’s KYC was last completed on 26/08/2021 and was due on 26/08/2022 – i.e., the KYC is now overdue. This constitutes a missing or incomplete CDD record.
- **MAS-CDD-02**: The customer is a corporate entity, so the bank must identify and verify the beneficial owners. No beneficial‑owner information is provided, violating the requirement for legal persons.
- **MAS-STR-01**: Sanctions screening returned a ""potential"" hit. Under MAS, any transaction that raises a sanctions concern must trigger an STR. No STR has been filed.
- **MAS-CDD-05**: Although the customer is rated low risk, the transaction exceeds the S20,000 threshold, so simplified CDD is not permissible; full CDD is mandatory.
- **Purpose & Narrative**: The purpose code (EDU) and narrative are vague, and the swift_f70_purpose field contains a nonsensical string, raising concerns about the economic rationale of the transfer.
These gaps and red flags place the transaction in the ""High Risk"" band (66‑85) and, given the multiple rule breaches, the score is set at 85.",0.0025907257,0,
0f03f53b-7e05-4479-8375-018720c4760a,SG,MAS,2025-09-14T19:40:33,14/9/2025,439477.04,HKD,FPS (HK),wire_transfer,Steve Chapman,GB74NLIG64717417015559,JP,Faith Allen,GB68LBCR70420180233964,TH,MT103,,,True,True,,,False,False,,,0.0,0.0,0,,CUST-935585,domiciliary_company,High,False,2023-11-18,2025-11-17,True,False,True,MED,Article keep news education a information color available.,False,True,Balanced,True,match,False,True,True,0.0,1,potential,,,92,"The transaction triggers several MAS rules with significant compliance gaps:
- **MAS-CDD-01**: The amount (HKD 439,477.04) exceeds the S20,000 threshold for full CDD and the customer is a high‑risk domiciliary company. EDD is required but has not been performed (edd_performed: false). This alone warrants a high‑risk rating.
- **MAS-CDD-02**: Beneficial owners of the legal person are not identified or documented, violating the requirement to verify ultimate beneficial owners for non‑exempt legal persons.
- **MAS-WIRE-01**: The wire transfer message lacks full originator and beneficiary details (no address or ID number, BICs are null). The travel rule is incomplete, and the swift F50/F59 fields are present but insufficient.
- **MAS-WIRE-02**: Because of the missing information, the transfer should be investigated or suspended, and an STR should be filed if suspicious.
- **MAS-STR-01**: Sanctions screening shows a ""potential"" hit, and no STR has been filed yet. The combination of a high‑value transfer, high‑risk customer, and sanctions concern triggers an STR requirement.
- **MAS-MON-01**: The transaction is large and complex, and ongoing monitoring is required; the lack of documented monitoring plans for this transaction adds to the risk.

Given the multiple rule violations, missing documentation, and the high‑risk profile of the customer, the transaction falls into the ""Very High Risk"" category (86‑100). A score of 92 reflects the severity of the compliance gaps and the likelihood of regulatory enforcement action.",0.006750924,0,Front Office
6f7f8134-ea1c-434f-a98d-3f5e38d81833,HK,HKMA/SFC,2024-10-18T21:52:39,18/10/2024,1476760.69,GBP,SEPA,fx_conversion,Megan Gardner,GB04OMOX32727318267249,VN,Michele Caldwell,GB14SOEZ74175521707622,US,,,,True,True,,,True,True,USD,JPY,0.729999,0.729634,5,Wong Group,CUST-251464,corporate,High,False,2022-05-29,2022-11-25,True,False,True,SAL,Catch police tree contain care doctor girl above.,False,False,Low,True,match,False,True,True,0.0,1,potential,,,90,"The transaction triggers several regulatory obligations that are not satisfied:
- **HKMA-R-009** (CDD for any wire transfer ≥ HK$8,000) and **HKMA-R-010** (EDD for high‑risk customers or jurisdictions) are both triggered by the large amount (≈HK$11.5 M) and the originator’s country (Vietnam, a high‑risk jurisdiction). EDD is marked required but not performed.
- **HKMA-R-008** requires identification of beneficial owners for a corporate customer. No beneficial‑owner information is provided, creating a compliance gap.
- **HKMA-R-007** mandates up‑to‑date KYC. The last KYC was completed on 29/05/2022 and the due date was 25/11/2022, so the KYC is overdue.
- The sanctions screening result is ""potential"", indicating a possible sanctions violation, which is a red flag under the sanctions‑screening regime.
- No Suspicious Transaction Report (STR) has been filed (str_filed_datetime is null) despite the transaction meeting the threshold for STR filing under **MAS-WIRE-01** and the presence of potential sanctions risk.
- The customer is rated ""High"" risk, yet the transaction is not flagged as suspicious and no EDD has been performed, violating the EDD requirement for high‑risk customers.
These multiple violations and red flags place the transaction in the ""Very High Risk"" category (score 86‑100).",0.011412775,0,Front Office
